index,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
1554,LHR,DEL,11:05:00,1,13:35:00,00:40:00,2,VS302,VS,Virgin Atlantic,87973,240920,438258
1555,LHR,DEL,11:05:00,3,13:35:00,00:40:00,4,VS302,VS,Virgin Atlantic,87973,250860,389621
1556,LHR,DEL,12:30:00,1,13:00:00,01:30:00,2,AI134,AI,Air India,88221,241322,269583
1557,LHR,DEL,09:45:00,0,13:05:00,22:50:00,0,AI162,AI,Air India,88221,272264,208500
1558,LHR,DEL,11:05:00,0,13:35:00,00:40:00,1,VS302,VS,Virgin Atlantic,88535,240920,485307
1559,LHR,DEL,22:05:00,2,12:50:00,10:55:00,3,UK18,UK,Vistara,96922,102597,385728
1560,LHR,DEL,22:05:00,1,12:50:00,10:55:00,2,UK18,UK,Vistara,100588,159082,385728
1561,LHR,DEL,22:05:00,2,12:50:00,10:55:00,3,UK18,UK,Vistara,102595,102597,385728
1562,LHR,DEL,18:35:00,1,13:35:00,08:10:00,2,VS300,VS,Virgin Atlantic,105085,240920,468456
1563,LHR,DEL,18:35:00,0,13:35:00,08:10:00,1,VS300,VS,Virgin Atlantic,105758,299739,575846
1564,LHR,DEL,21:30:00,6,13:10:00,10:40:00,0,AI112,AI,Air India,105954,336059,525741
1565,LHR,DEL,10:05:00,0,13:25:00,23:30:00,0,BA143,BA,British Airways,107029,359258,580574
1566,LHR,DEL,21:30:00,4,13:10:00,10:40:00,5,AI112,AI,Air India,108088,365497,351943
1567,LHR,DEL,21:45:00,3,13:00:00,10:45:00,4,AI134,AI,Air India,108676,374728,345808
1568,LHR,DEL,21:30:00,6,13:10:00,10:40:00,0,AI112,AI,Air India,114681,350594,505836
1569,LHR,DEL,22:05:00,3,12:50:00,10:55:00,4,UK18,UK,Vistara,120475,155628,385728
1570,LHR,DEL,21:30:00,5,13:00:00,10:30:00,6,AI112,AI,Air India,133610,374566,696254
1571,LHR,SIN,09:25:00,0,20:05:00,05:30:00,1,SQ305,SQ,Singapore Airlines,177011,457132,591691
1572,LHR,SIN,11:25:00,2,20:05:00,07:30:00,3,SQ317,SQ,Singapore Airlines,377320,1267787,589306
1573,LHR,SIN,20:50:00,0,20:05:00,16:55:00,1,SQ319,SQ,Singapore Airlines,390419,1040117,1802505
1574,LHR,SIN,11:25:00,1,20:05:00,07:30:00,2,SQ317,SQ,Singapore Airlines,588685,1560260,596241
1575,LHR,SIN,11:25:00,3,20:05:00,07:30:00,4,SQ317,SQ,Singapore Airlines,588685,1744650,596241
1576,LHR,SIN,21:05:00,2,20:20:00,17:25:00,3,QF2,QF,Qantas,675237,2300126,517541
1577,LHR,SIN,09:25:00,1,20:05:00,05:30:00,2,SQ305,SQ,Singapore Airlines,680083,230836,596241
1578,LHR,SIN,22:05:00,1,20:05:00,18:10:00,2,SQ321,SQ,Singapore Airlines,787627,228193,3882730
1579,LHR,SIN,22:05:00,0,20:05:00,18:10:00,1,SQ321,SQ,Singapore Airlines,787627,1993580,4505062
1580,LHR,SIN,20:50:00,2,20:05:00,16:55:00,3,SQ319,SQ,Singapore Airlines,1020991,2720392,589306
1581,LHR,SIN,09:25:00,3,20:05:00,05:30:00,4,SQ305,SQ,Singapore Airlines,1147860,2952051,596241
1582,LHR,DEN,11:25:00,4,02:40:00,14:05:00,4,UA26,UA,United Airlines,108859,370320,738228
1583,LHR,DEN,14:45:00,5,02:45:00,17:30:00,5,AA6970,AA,American Airlines,115409,262456,508293
1584,LHR,DEN,11:25:00,2,02:40:00,14:05:00,2,UA26,UA,United Airlines,121722,232542,738228
1585,LHR,DEN,14:45:00,1,02:45:00,17:30:00,1,AA6970,AA,American Airlines,122890,264323,584757
1586,LHR,DEN,11:25:00,3,02:40:00,14:05:00,3,UA26,UA,United Airlines,124315,266208,738228
1587,LHR,DEN,14:50:00,1,02:45:00,17:35:00,1,UA263,UA,United Airlines,138728,233312,738228
1588,LHR,DEN,11:25:00,3,02:40:00,14:05:00,3,LH7500,LH,Lufthansa,142690,236776,739346
1589,LHR,DEN,14:50:00,6,02:45:00,17:35:00,6,UA263,UA,United Airlines,146908,455472,736482
1590,LHR,DEN,14:50:00,5,02:45:00,17:35:00,5,LH7673,LH,Lufthansa,146920,236776,739346
1591,LHR,DEN,14:50:00,0,02:45:00,17:35:00,0,LH7673,LH,Lufthansa,154808,414435,739346
1592,LHR,DEN,11:25:00,4,02:40:00,14:05:00,4,UA26,UA,United Airlines,166019,540468,738228
1593,LHR,DEN,11:25:00,1,02:40:00,14:05:00,1,UA26,UA,United Airlines,166019,579684,738228
1594,LHR,DEN,11:25:00,5,02:40:00,14:05:00,5,UA26,UA,United Airlines,166019,576581,738228
1595,LHR,BKK,12:30:00,0,17:30:00,06:00:00,1,TG911,TG,Thai Airways,394589,1114384,372829
1596,LHR,BKK,12:30:00,1,17:30:00,06:00:00,2,TG911,TG,Thai Airways,674484,2220988,3820167
1597,LHR,BKK,12:30:00,2,17:30:00,06:00:00,3,TG911,TG,Thai Airways,682144,1937285,3404755
1598,LHR,JFK,09:20:00,4,02:55:00,12:15:00,4,VS3,VS,Virgin Atlantic,88128,177577,428507
1599,LHR,JFK,14:40:00,1,02:45:00,17:25:00,1,VS9,VS,Virgin Atlantic,91892,164684,283010
1600,LHR,JFK,20:15:00,2,02:50:00,23:05:00,2,VS25,VS,Virgin Atlantic,91892,165279,606967
1601,LHR,JFK,19:30:00,3,03:00:00,22:30:00,3,AY4030,AY,Finnair,92105,123847,389833
1602,LHR,JFK,09:20:00,2,02:55:00,12:15:00,2,VS3,VS,Virgin Atlantic,94312,328798,513942
1603,LHR,JFK,14:40:00,3,02:45:00,17:25:00,3,VS9,VS,Virgin Atlantic,95920,334637,606967
1604,LHR,JFK,18:20:00,3,02:45:00,21:05:00,3,VS137,VS,Virgin Atlantic,97978,320926,615454
1605,LHR,JFK,17:00:00,4,03:05:00,20:05:00,4,AY4017,AY,Finnair,99694,304607,440744
1606,LHR,JFK,20:15:00,1,02:50:00,23:05:00,1,VS25,VS,Virgin Atlantic,107570,349550,475849
1607,LHR,KUL,21:35:00,4,20:15:00,17:50:00,5,MH1,MH,Malaysia Airlines,533237,1829136,589137
1608,LHR,KUL,11:00:00,5,20:15:00,07:15:00,6,MH3,MH,Malaysia Airlines,537515,1715734,582079
1609,LHR,KUL,21:35:00,5,20:15:00,17:50:00,6,MH1,MH,Malaysia Airlines,537515,1483594,582079
1610,LHR,SFO,17:30:00,3,03:00:00,20:30:00,3,VS41,VS,Virgin Atlantic,106282,317319,738567
1611,LHR,SFO,10:25:00,3,03:05:00,13:30:00,3,UA900,UA,United Airlines,109216,261082,827908
1612,LHR,SFO,12:35:00,2,03:00:00,15:35:00,2,VS19,VS,Virgin Atlantic,118037,322391,738567
1613,LHR,SFO,14:10:00,6,02:55:00,17:05:00,6,UA939,UA,United Airlines,128713,263701,675840
1614,LHR,SFO,12:20:00,6,03:05:00,15:25:00,6,UA949,UA,United Airlines,129182,440091,607679
1615,LHR,SFO,12:35:00,4,03:00:00,15:35:00,4,VS19,VS,Virgin Atlantic,131981,186531,838466
1616,LHR,SFO,10:25:00,1,03:05:00,13:30:00,1,UA900,UA,United Airlines,511928,1542637,882114
1617,LHR,MAD,19:10:00,4,03:30:00,22:40:00,4,IB3173,IB,Iberia Airways,11069,30555,45388
1618,LHR,MAD,19:45:00,2,03:30:00,23:15:00,2,IB3179,IB,Iberia Airways,11165,31821,51912
1619,LHR,MAD,06:20:00,1,03:25:00,09:45:00,1,BA456,BA,British Airways,12531,33950,61911
1620,LHR,MAD,15:50:00,4,03:30:00,19:20:00,4,BA7067,BA,British Airways,13586,40911,62368
1621,LHR,MAD,15:50:00,3,03:30:00,19:20:00,3,BA7067,BA,British Airways,13715,40007,68646
1622,LHR,MAD,15:50:00,4,03:30:00,19:20:00,4,IB3177,IB,Iberia Airways,14159,46009,65151
1623,LHR,MAD,11:30:00,5,03:30:00,15:00:00,5,BA7069,BA,British Airways,16550,53871,70882
1624,LHR,MAD,19:45:00,2,03:30:00,23:15:00,2,BA7065,BA,British Airways,16550,42025,84021
1625,LHR,MAD,09:15:00,5,03:30:00,12:45:00,5,BA7053,BA,British Airways,16550,52855,98880
1626,LHR,MAD,15:50:00,0,03:30:00,19:20:00,0,BA7067,BA,British Airways,16550,51066,78169
1627,LHR,MAD,09:15:00,5,03:30:00,12:45:00,5,IB3163,IB,Iberia Airways,17016,48099,31388
1628,LHR,MAD,15:50:00,0,03:30:00,19:20:00,0,IB3177,IB,Iberia Airways,17076,55728,46620
1629,LHR,MAD,11:30:00,5,03:30:00,15:00:00,5,IB3169,IB,Iberia Airways,17153,44170,82168
1630,LHR,MAD,18:45:00,1,03:25:00,22:10:00,1,BA7059,BA,British Airways,18138,52191,92212
1631,LHR,MAD,19:45:00,0,03:30:00,23:15:00,0,BA7065,BA,British Airways,18138,55552,80065
1632,LHR,MAD,15:50:00,3,03:30:00,19:20:00,3,BA7067,BA,British Airways,18577,56071,77966
1633,LHR,MAD,10:50:00,5,03:25:00,14:15:00,5,BA7055,BA,British Airways,18889,63938,110885
1634,LHR,MAD,16:30:00,4,03:25:00,19:55:00,4,BA464,BA,British Airways,18889,52454,79174
1635,LHR,MAD,19:45:00,5,03:30:00,23:15:00,5,BA7065,BA,British Airways,18889,63836,82102
1636,LHR,MAD,09:15:00,0,03:30:00,12:45:00,0,BA7053,BA,British Airways,19752,65454,87556
1637,LHR,MAD,11:30:00,2,03:30:00,15:00:00,2,BA7069,BA,British Airways,19752,65695,101250
1638,LHR,MAD,10:50:00,2,03:25:00,14:15:00,2,BA7055,BA,British Airways,22691,71098,122628
1639,LHR,MAD,19:10:00,4,03:30:00,22:40:00,4,BA7051,BA,British Airways,25762,68994,149223
1640,LHR,MAD,09:15:00,6,03:30:00,12:45:00,6,IB3163,IB,Iberia Airways,34196,117958,46449
1641,LHR,LAS,16:40:00,6,02:40:00,19:20:00,6,AA6988,AA,American Airlines,117257,337211,610471
1642,LHR,LAS,16:40:00,6,02:40:00,19:20:00,6,IB7435,IB,Iberia Airways,119159,298441,524255
1643,LHR,LAS,16:40:00,5,02:40:00,19:20:00,5,AA6988,AA,American Airlines,123220,427145,739271
1644,LHR,LAS,16:40:00,3,02:40:00,19:20:00,3,IB7435,IB,Iberia Airways,123618,315413,827814
1645,LHR,LAS,16:40:00,1,02:40:00,19:20:00,1,AA6988,AA,American Airlines,124786,303367,642483
1646,LHR,LAS,16:40:00,0,02:40:00,19:20:00,0,AA6988,AA,American Airlines,124786,432845,554194
1647,LHR,LAS,15:05:00,6,02:40:00,17:45:00,6,DL5959,DL,Delta Airlines,210906,589681,707415
1648,LHR,LAS,15:05:00,4,02:40:00,17:45:00,4,VS155,VS,Virgin Atlantic,211636,208599,997064
1649,LHR,LAS,15:05:00,6,02:40:00,17:45:00,6,VS155,VS,Virgin Atlantic,211636,727550,707415
1650,LHR,LAS,15:05:00,1,02:40:00,17:45:00,1,VS155,VS,Virgin Atlantic,211636,305316,841533
1651,LHR,LAS,15:05:00,3,02:40:00,17:45:00,3,VS155,VS,Virgin Atlantic,211636,297549,661881
1652,LHR,LAS,15:05:00,5,02:40:00,17:45:00,5,VS155,VS,Virgin Atlantic,211636,668446,841533
1653,LHR,LAS,15:05:00,2,02:40:00,17:45:00,2,VS155,VS,Virgin Atlantic,211636,305316,841533
1654,LHR,LAS,15:05:00,0,02:40:00,17:45:00,0,VS155,VS,Virgin Atlantic,211636,305316,841533
1655,LHR,LAS,16:40:00,5,02:40:00,19:20:00,5,AA6988,AA,American Airlines,211819,705702,1016447
1656,LHR,LAS,16:40:00,6,02:40:00,19:20:00,6,AA6988,AA,American Airlines,211819,648311,1037836
1657,LHR,LAS,16:40:00,3,02:40:00,19:20:00,3,AA6988,AA,American Airlines,211819,532494,825868
1658,LHR,LAS,15:05:00,1,02:40:00,17:45:00,1,DL5959,DL,Delta Airlines,212894,734722,841533
1659,LHR,BCN,06:10:00,2,03:10:00,09:20:00,2,BA472,BA,British Airways,17844,51536,53965
1660,LHR,BCN,06:10:00,1,03:10:00,09:20:00,1,BA472,BA,British Airways,19380,62548,46207
1661,LHR,BCN,19:25:00,1,03:05:00,22:30:00,1,BA482,BA,British Airways,21355,67169,48045
1662,LHR,BCN,13:05:00,1,03:10:00,16:15:00,1,BA406,BA,British Airways,25303,70653,126341
1663,LHR,BCN,06:10:00,3,03:10:00,09:20:00,3,BA472,BA,British Airways,25961,82062,64274
1664,LHR,BCN,10:50:00,1,03:10:00,14:00:00,1,BA474,BA,British Airways,26510,91468,52842
1665,LHR,BCN,19:25:00,2,03:05:00,22:30:00,2,BA482,BA,British Airways,26946,89062,65702
1666,LHR,BCN,06:15:00,6,03:10:00,09:25:00,6,BA472,BA,British Airways,28155,80016,54475
1667,LHR,BCN,16:40:00,1,03:10:00,19:50:00,1,BA486,BA,British Airways,28397,91982,60089
1668,LHR,BCN,06:15:00,4,03:10:00,09:25:00,4,BA472,BA,British Airways,28814,93193,54986
1669,LHR,BCN,16:40:00,0,03:10:00,19:50:00,0,BA486,BA,British Airways,29363,80560,149882
1670,LHR,BCN,12:50:00,2,03:10:00,16:00:00,2,BA406,BA,British Airways,31118,87228,57129
1671,LHR,BCN,13:05:00,3,03:10:00,16:15:00,3,BA406,BA,British Airways,33093,109136,189900
1672,LHR,BCN,09:05:00,1,03:10:00,12:15:00,1,BA484,BA,British Airways,34299,112182,193656
1673,LHR,BCN,16:40:00,2,03:10:00,19:50:00,2,BA486,BA,British Airways,34299,94486,60089
1674,LHR,BCN,16:40:00,1,03:10:00,19:50:00,1,BA486,BA,British Airways,34299,91317,60089
1675,LHR,BCN,16:40:00,3,03:10:00,19:50:00,3,BA486,BA,British Airways,37151,115946,62845
1676,LHR,BCN,19:25:00,2,03:05:00,22:30:00,2,BA482,BA,British Airways,40332,104397,65702
1677,LHR,BCN,19:25:00,3,03:05:00,22:30:00,3,BA482,BA,British Airways,43018,135063,68663
1678,LHR,BCN,19:25:00,3,03:05:00,22:30:00,3,BA482,BA,British Airways,43404,151465,68663
1679,LHR,BCN,09:05:00,4,03:10:00,12:15:00,4,BA484,BA,British Airways,49767,144130,199883
1680,LHR,BCN,19:25:00,0,03:05:00,22:30:00,0,BA482,BA,British Airways,51302,176048,219172
1681,LHR,BCN,19:25:00,4,03:05:00,22:30:00,4,BA482,BA,British Airways,51302,162122,214287
1682,LHR,BCN,14:30:00,4,03:10:00,17:40:00,4,BA480,BA,British Airways,52838,135418,213310
1683,LHR,BCN,10:50:00,2,03:10:00,14:00:00,2,BA474,BA,British Airways,53620,184812,80299
1684,LHR,BOM,18:50:00,1,13:25:00,08:15:00,2,AI130,AI,Air India,67721,211138,344362
1685,LHR,BOM,21:30:00,0,13:25:00,10:55:00,1,AI130,AI,Air India,78281,220851,345644
1686,LHR,BOM,10:15:00,1,13:40:00,23:55:00,1,BA139,BA,British Airways,82746,282067,473495
1687,LHR,BOM,10:15:00,2,13:40:00,23:55:00,2,BA139,BA,British Airways,85269,223898,259785
1688,LHR,BOM,21:45:00,1,13:25:00,11:10:00,2,AI128,AI,Air India,88231,254522,268584
1689,LHR,BOM,14:00:00,3,13:15:00,03:15:00,4,AI130,AI,Air India,88637,276131,268584
1690,LHR,BOM,20:05:00,0,14:00:00,10:05:00,1,VS354,VS,Virgin Atlantic,89282,158137,470231
1691,LHR,BOM,20:05:00,1,14:00:00,10:05:00,2,VS354,VS,Virgin Atlantic,89282,155510,743873
1692,LHR,BOM,10:15:00,0,13:40:00,23:55:00,0,BA139,BA,British Airways,90316,296982,513733
1693,LHR,BOM,21:25:00,1,13:45:00,11:10:00,2,BA199,BA,British Airways,90316,226300,507098
1694,LHR,BOM,12:30:00,4,13:25:00,01:55:00,5,AI128,AI,Air India,101802,352648,439164
1695,LHR,BOM,10:15:00,3,13:40:00,23:55:00,3,BA139,BA,British Airways,101834,327979,744305
1696,LHR,BOM,12:30:00,4,13:25:00,01:55:00,5,AI128,AI,Air India,104472,297487,490250
1697,LHR,BOM,20:05:00,2,14:00:00,10:05:00,3,VS354,VS,Virgin Atlantic,107184,150957,501578
1698,LHR,BOM,21:25:00,0,13:45:00,11:10:00,1,BA199,BA,British Airways,107648,365450,407785
1699,LHR,BOM,20:05:00,5,14:00:00,10:05:00,6,VS354,VS,Virgin Atlantic,109338,309901,488172
1700,LHR,BOM,10:15:00,4,13:40:00,23:55:00,4,BA139,BA,British Airways,110500,349544,744305
1701,LHR,BOM,20:45:00,5,13:25:00,10:10:00,6,AI128,AI,Air India,110960,291569,353252
1702,LHR,BOM,20:45:00,5,13:25:00,10:10:00,6,AI128,AI,Air India,117929,384086,353252
1703,LHR,BOM,10:15:00,6,13:40:00,23:55:00,6,BA139,BA,British Airways,119276,383946,744305
1704,LHR,BOM,21:25:00,6,13:45:00,11:10:00,0,BA199,BA,British Airways,119276,361678,664422
1705,LHR,BOM,21:25:00,2,13:45:00,11:10:00,3,BA199,BA,British Airways,119276,343721,365834
1706,LHR,BOM,10:15:00,5,13:40:00,23:55:00,5,BA139,BA,British Airways,122129,312747,642649
1707,LHR,BOM,20:05:00,3,14:00:00,10:05:00,4,VS354,VS,Virgin Atlantic,123725,309901,736395
1708,LHR,BOM,20:05:00,6,14:00:00,10:05:00,0,VS354,VS,Virgin Atlantic,123725,309901,736395
1709,LHR,YYZ,12:05:00,2,02:50:00,14:55:00,2,AC855,AC,Air Canada,82559,196683,649297
1710,LHR,YYZ,18:00:00,2,02:50:00,20:50:00,2,AC859,AC,Air Canada,82559,196683,649297
1711,LHR,YYZ,18:00:00,1,02:50:00,20:50:00,1,AC859,AC,Air Canada,82559,196683,649297
1712,LHR,YYZ,18:00:00,2,02:50:00,20:50:00,2,AC859,AC,Air Canada,90475,196683,649297
1713,LHR,YYZ,14:10:00,1,02:45:00,16:55:00,1,AC857,AC,Air Canada,90748,196683,402219
1714,LHR,YYZ,18:00:00,1,02:50:00,20:50:00,1,AC859,AC,Air Canada,90748,196683,649297
1715,LHR,YYZ,14:10:00,2,02:45:00,16:55:00,2,AC857,AC,Air Canada,91159,196683,649297
1716,LHR,YYZ,12:05:00,2,02:50:00,14:55:00,2,AC855,AC,Air Canada,91159,196683,649297
1717,LHR,YYZ,18:00:00,0,02:50:00,20:50:00,0,AC859,AC,Air Canada,91901,196683,649297
1718,LHR,YYZ,18:00:00,3,02:50:00,20:50:00,3,AC859,AC,Air Canada,95349,196683,649297
1719,LHR,YYZ,12:05:00,6,02:50:00,14:55:00,6,AC855,AC,Air Canada,95389,194473,649297
1720,LHR,YYZ,12:05:00,1,02:50:00,14:55:00,1,AC855,AC,Air Canada,107757,196683,649297
1721,LHR,YYZ,14:10:00,4,02:45:00,16:55:00,4,AC857,AC,Air Canada,155461,196683,886407
1722,HND,LHR,08:50:00,4,07:00:00,15:50:00,4,JL43,JL,Japan Airlines,143821,269636,506951
1723,HND,LHR,23:35:00,3,06:50:00,06:25:00,4,JL41,JL,Japan Airlines,165041,466563,766574
1724,HND,LHR,08:50:00,2,07:00:00,15:50:00,2,JL43,JL,Japan Airlines,165041,411053,505142
1725,HND,LHR,08:50:00,1,07:00:00,15:50:00,1,JL43,JL,Japan Airlines,165041,271698,455601
1726,HND,LHR,23:35:00,1,06:50:00,06:25:00,2,BA4609,BA,British Airways,165303,503903,665430
1727,HND,LHR,23:35:00,3,06:50:00,06:25:00,4,BA4609,BA,British Airways,165303,417247,695263
1728,HND,LHR,08:50:00,4,07:00:00,15:50:00,4,BA4603,BA,British Airways,165303,553727,702346
1729,HND,LHR,08:50:00,2,07:00:00,15:50:00,2,BA4603,BA,British Airways,165303,464607,702346
1730,HND,LHR,08:50:00,1,07:00:00,15:50:00,1,BA4603,BA,British Airways,165303,551965,441579
1731,HND,LHR,08:50:00,0,07:00:00,15:50:00,0,JL43,JL,Japan Airlines,168759,282113,536997
1732,HND,LHR,23:35:00,1,06:50:00,06:25:00,2,JL41,JL,Japan Airlines,171746,434643,912475
1733,HND,LHR,08:50:00,0,07:00:00,15:50:00,0,BA4603,BA,British Airways,172816,586465,783446
1734,HND,LHR,08:50:00,3,07:00:00,15:50:00,3,JL43,JL,Japan Airlines,193201,268530,506951
1735,HND,LHR,08:50:00,3,07:00:00,15:50:00,3,BA4603,BA,British Airways,193464,550918,702346
1736,HND,LHR,09:05:00,1,07:20:00,16:25:00,1,NH211,NH,All Nippon Airways,193739,268967,447756
1737,HND,LHR,08:50:00,5,07:00:00,15:50:00,5,JL43,JL,Japan Airlines,206611,284354,788990
1738,HND,LHR,08:50:00,5,07:00:00,15:50:00,5,BA4603,BA,British Airways,206874,599859,783446
1739,HND,LHR,23:35:00,5,06:50:00,06:25:00,6,JL41,JL,Japan Airlines,230078,733476,507782
1740,HND,LHR,08:50:00,6,07:00:00,15:50:00,6,JL43,JL,Japan Airlines,236783,282113,589671
1741,HND,LHR,23:35:00,5,06:50:00,06:25:00,6,BA4609,BA,British Airways,237046,604961,780327
1742,HND,LHR,09:05:00,3,07:20:00,16:25:00,3,NH211,NH,All Nippon Airways,269436,268967,444210
1743,HND,LHR,08:50:00,6,07:00:00,15:50:00,6,BA4603,BA,British Airways,282639,908010,1694030
1744,HND,LHR,09:05:00,2,07:20:00,16:25:00,2,NH211,NH,All Nippon Airways,298201,159170,442610
1745,HND,LHR,09:05:00,4,07:20:00,16:25:00,4,NH211,NH,All Nippon Airways,308896,268967,444210
1746,HND,LHR,09:05:00,5,07:20:00,16:25:00,5,NH211,NH,All Nippon Airways,483074,281444,587232
1747,HND,HKG,10:20:00,0,03:45:00,14:05:00,0,JL29,JL,Japan Airlines,55550,141907,224105
1748,HND,HKG,10:20:00,1,03:45:00,14:05:00,1,JL29,JL,Japan Airlines,55550,154105,212336
1749,HND,HKG,10:20:00,5,03:45:00,14:05:00,5,JL29,JL,Japan Airlines,55550,154266,211626
1750,HND,HKG,10:20:00,3,03:45:00,14:05:00,3,JL29,JL,Japan Airlines,55550,192384,211802
1751,HND,HKG,10:20:00,4,03:45:00,14:05:00,4,JL29,JL,Japan Airlines,55550,158120,211626
1752,HND,HKG,10:20:00,0,03:45:00,14:05:00,0,CX6321,CX,Cathay Pacific,59506,176238,312140
1753,HND,HKG,10:20:00,1,03:45:00,14:05:00,1,CX6321,CX,Cathay Pacific,59506,153060,192246
1754,HND,HKG,10:20:00,5,03:45:00,14:05:00,5,CX6321,CX,Cathay Pacific,59520,157398,191592
1755,HND,HKG,10:20:00,4,03:45:00,14:05:00,4,CX6321,CX,Cathay Pacific,59520,188005,191592
1756,HND,HKG,10:20:00,3,03:45:00,14:05:00,3,CX6321,CX,Cathay Pacific,59791,172992,191711
1757,HND,CDG,08:30:00,1,08:15:00,16:45:00,1,JL45,JL,Japan Airlines,141320,180576,453811
1758,HND,CDG,08:30:00,6,08:15:00,16:45:00,6,JL45,JL,Japan Airlines,153085,281001,588347
1759,HND,CDG,08:30:00,2,08:15:00,16:45:00,2,JL45,JL,Japan Airlines,162171,268566,453811
1760,HND,CDG,08:30:00,3,08:15:00,16:45:00,3,JL45,JL,Japan Airlines,162171,180779,455601
1761,HND,CDG,08:30:00,4,08:15:00,16:45:00,4,JL45,JL,Japan Airlines,162171,180670,453786
1762,HND,CDG,08:30:00,0,08:15:00,16:45:00,0,JL45,JL,Japan Airlines,165772,184372,536997
1763,HND,CDG,08:30:00,5,08:15:00,16:45:00,5,JL45,JL,Japan Airlines,175347,195351,536997
1764,HND,FRA,11:35:00,4,07:40:00,19:15:00,4,LH717,LH,Lufthansa,163499,268344,540071
1765,HND,FRA,11:35:00,2,07:40:00,19:15:00,2,LH717,LH,Lufthansa,163499,271770,377722
1766,HND,FRA,09:10:00,0,08:25:00,17:35:00,0,NH223,NH,All Nippon Airways,169220,281444,525607
1767,HND,FRA,09:10:00,0,08:25:00,17:35:00,0,LH4919,LH,Lufthansa,170065,544096,526334
1768,HND,FRA,11:35:00,6,07:40:00,19:15:00,6,LH717,LH,Lufthansa,175808,281444,423040
1769,HND,FRA,09:10:00,5,08:25:00,17:35:00,5,NH223,NH,All Nippon Airways,175961,531836,523495
1770,HND,FRA,09:10:00,4,08:25:00,17:35:00,4,NH223,NH,All Nippon Airways,190370,269058,539351
1771,HND,FRA,11:35:00,2,07:40:00,19:15:00,2,NH5853,NH,All Nippon Airways,264750,683249,442395
1772,HND,FRA,21:30:00,3,08:25:00,05:55:00,4,NH203,NH,All Nippon Airways,264750,268967,504302
1773,HND,FRA,21:30:00,2,08:25:00,05:55:00,3,NH203,NH,All Nippon Airways,264750,394084,442395
1774,HND,FRA,11:35:00,4,07:40:00,19:15:00,4,NH5853,NH,All Nippon Airways,264873,269058,1545683
1775,HND,FRA,09:10:00,4,08:25:00,17:35:00,4,LH4919,LH,Lufthansa,265633,806740,441733
1776,HND,FRA,21:30:00,3,08:25:00,05:55:00,4,LH4921,LH,Lufthansa,265633,910936,1469541
1777,HND,FRA,11:35:00,6,07:40:00,19:15:00,6,NH5853,NH,All Nippon Airways,277926,281493,464241
1778,HND,FRA,21:30:00,0,08:25:00,05:55:00,1,NH203,NH,All Nippon Airways,277926,281444,525607
1779,HND,FRA,21:30:00,6,08:25:00,05:55:00,0,NH203,NH,All Nippon Airways,277926,815065,585699
1780,HND,FRA,21:30:00,6,08:25:00,05:55:00,0,LH4921,LH,Lufthansa,278765,966072,1368675
1781,HND,FRA,21:30:00,1,08:25:00,05:55:00,2,NH203,NH,All Nippon Airways,297237,268967,442395
1782,HND,FRA,21:30:00,1,08:25:00,05:55:00,2,NH203,NH,All Nippon Airways,398559,268967,442395
1783,HND,FRA,21:30:00,4,08:25:00,05:55:00,5,NH203,NH,All Nippon Airways,398559,1369297,442448
1784,HND,FRA,21:30:00,4,08:25:00,05:55:00,5,LH4921,LH,Lufthansa,399320,1162966,501573
1785,HND,FRA,21:30:00,2,08:25:00,05:55:00,3,LH4921,LH,Lufthansa,399320,1143898,1805022
1786,HND,FRA,21:30:00,1,08:25:00,05:55:00,2,LH4921,LH,Lufthansa,399320,264299,503114
1787,HND,FRA,09:10:00,5,08:25:00,17:35:00,5,LH4919,LH,Lufthansa,419108,1265644,524325
1788,HND,FRA,21:30:00,5,08:25:00,05:55:00,6,NH203,NH,All Nippon Airways,618113,1941518,731796
1789,HND,IST,22:05:00,0,07:10:00,05:15:00,1,TK199,TK,Turkish Airlines,92127,255338,284313
1790,HND,IST,22:05:00,6,07:10:00,05:15:00,0,TK199,TK,Turkish Airlines,96805,249803,336716
1791,HND,IST,22:05:00,1,07:10:00,05:15:00,2,TK199,TK,Turkish Airlines,97113,247486,284313
1792,HND,IST,22:05:00,3,07:10:00,05:15:00,4,TK199,TK,Turkish Airlines,97113,252837,336655
1793,HND,IST,22:05:00,2,07:10:00,05:15:00,3,TK199,TK,Turkish Airlines,97113,264645,455979
1794,HND,IST,22:05:00,4,07:10:00,05:15:00,5,TK199,TK,Turkish Airlines,110838,315894,463330
1795,HND,IST,22:05:00,5,07:10:00,05:15:00,6,TK199,TK,Turkish Airlines,111219,320775,463470
1796,HND,IST,22:05:00,1,07:10:00,05:15:00,2,NH6635,NH,All Nippon Airways,405544,1051693,1636333
1797,HND,IST,22:05:00,3,07:10:00,05:15:00,4,NH6635,NH,All Nippon Airways,405614,1365843,711858
1798,HND,IST,22:05:00,4,07:10:00,05:15:00,5,NH6635,NH,All Nippon Airways,405614,1239658,711858
1799,HND,IST,22:05:00,2,07:10:00,05:15:00,3,NH6635,NH,All Nippon Airways,405614,1373913,1997470
1800,HND,IST,22:05:00,0,07:10:00,05:15:00,1,NH6635,NH,All Nippon Airways,425752,1122710,796644
