,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
1677,MAA,DEL,21:40:00,1,02:45:00,00:25:00,2,SG8108,SG,SpiceJet,10745,33572,51703
1678,MAA,DEL,21:40:00,5,02:45:00,00:25:00,6,SG8108,SG,SpiceJet,10745,27756,46666
1679,MAA,DEL,20:15:00,6,02:50:00,23:05:00,6,AI538,AI,Air India,10746,33004,64120
1680,MAA,DEL,20:15:00,1,02:50:00,23:05:00,1,AI538,AI,Air India,10746,36803,30716
1681,MAA,DEL,20:15:00,5,02:50:00,23:05:00,5,AI538,AI,Air India,10746,37387,54652
1682,MAA,DEL,20:15:00,4,02:50:00,23:05:00,4,AI538,AI,Air India,10746,36544,45061
1683,MAA,DEL,06:00:00,6,02:55:00,08:55:00,6,AI440,AI,Air India,10746,35889,45374
1684,MAA,DEL,16:55:00,6,02:55:00,19:50:00,6,AI539,AI,Air India,10746,33211,59383
1685,MAA,DEL,06:00:00,0,02:55:00,08:55:00,0,AI440,AI,Air India,10746,32390,30716
1686,MAA,DEL,16:55:00,2,02:55:00,19:50:00,2,AI539,AI,Air India,10746,29041,54825
1687,MAA,DEL,06:00:00,5,02:55:00,08:55:00,5,AI440,AI,Air India,10746,29374,30716
1688,MAA,BOM,22:00:00,5,01:55:00,23:55:00,5,SG612,SG,SpiceJet,9244,25623,54292
1689,MAA,BOM,22:00:00,6,01:55:00,23:55:00,6,SG612,SG,SpiceJet,9244,31461,47857
1690,MAA,BOM,09:45:00,0,01:55:00,11:40:00,0,UK822,UK,Vistara,9782,31283,48726
1691,MAA,BOM,09:45:00,1,01:55:00,11:40:00,1,UK822,UK,Vistara,9782,33473,41685
1692,MAA,BOM,09:45:00,5,01:55:00,11:40:00,5,UK822,UK,Vistara,9782,29247,56299
1693,MAA,BOM,09:45:00,4,01:55:00,11:40:00,4,UK822,UK,Vistara,9782,27387,26313
1694,MAA,BOM,09:45:00,3,01:55:00,11:40:00,3,UK822,UK,Vistara,9782,31514,26313
1695,MAA,BOM,09:45:00,6,01:55:00,11:40:00,6,UK822,UK,Vistara,9968,29913,26313
1696,MAA,BOM,09:45:00,2,01:55:00,11:40:00,2,UK822,UK,Vistara,9968,28446,26313
1697,MAA,BOM,07:00:00,5,01:55:00,08:55:00,5,SG678,SG,SpiceJet,9969,27190,57482
1698,MAA,BOM,15:25:00,0,01:45:00,17:10:00,0,AI672,AI,Air India,9970,26577,26042
1699,MAA,BOM,15:25:00,2,01:45:00,17:10:00,2,AI672,AI,Air India,9970,27949,26042
1700,MAA,BOM,15:25:00,3,01:45:00,17:10:00,3,AI672,AI,Air India,9970,30639,26042
1701,MAA,BOM,16:10:00,5,01:50:00,18:00:00,5,AI672,AI,Air India,9970,34160,49741
1702,MAA,BOM,16:10:00,1,01:50:00,18:00:00,1,AI672,AI,Air India,9970,31522,26042
1703,MAA,BOM,06:10:00,1,01:55:00,08:05:00,1,AI569,AI,Air India,9970,28189,26042
1704,MAA,BOM,06:10:00,0,01:55:00,08:05:00,0,AI569,AI,Air India,9970,33302,26042
1705,MAA,BOM,06:10:00,6,01:55:00,08:05:00,6,AI569,AI,Air India,9970,33130,26043
1706,MAA,BOM,06:10:00,3,01:55:00,08:05:00,3,AI569,AI,Air India,9970,33787,26042
1707,MAA,BOM,06:10:00,4,01:55:00,08:05:00,4,AI569,AI,Air India,9970,34882,26160
1708,MAA,BOM,06:10:00,5,01:55:00,08:05:00,5,AI569,AI,Air India,9970,32480,26042
1709,MAA,BOM,06:10:00,2,01:55:00,08:05:00,2,AI569,AI,Air India,9970,28534,26042
1710,MAA,BLR,19:10:00,5,00:45:00,19:55:00,5,6.00E+189,6E,IndiGo,6748,19327,35380
1711,MAA,BLR,11:20:00,4,00:50:00,12:10:00,4,6E6892,6E,IndiGo,6748,21529,28459
1712,MAA,BLR,11:20:00,0,00:50:00,12:10:00,0,6E6892,6E,IndiGo,6748,23061,34464
1713,MAA,BLR,11:20:00,1,00:50:00,12:10:00,1,6E6892,6E,IndiGo,6748,20884,27710
1714,MAA,BLR,16:20:00,0,00:55:00,17:15:00,0,6E6302,6E,IndiGo,6748,17840,35386
1715,MAA,BLR,16:20:00,5,00:55:00,17:15:00,5,6E6302,6E,IndiGo,6748,17059,30619
1716,MAA,BLR,09:00:00,5,00:55:00,09:55:00,5,6E6137,6E,IndiGo,6748,19332,29599
1717,MAA,BLR,09:00:00,1,00:55:00,09:55:00,1,6E6137,6E,IndiGo,6748,22477,37239
1718,MAA,BLR,13:00:00,2,01:00:00,14:00:00,2,6E6605,6E,IndiGo,6748,17067,27121
1719,MAA,BLR,13:00:00,1,01:00:00,14:00:00,1,6E6605,6E,IndiGo,6748,22757,37220
1720,MAA,BLR,13:00:00,5,01:00:00,14:00:00,5,6E6605,6E,IndiGo,6748,23562,27274
1721,MAA,BLR,13:00:00,0,01:00:00,14:00:00,0,6E6605,6E,IndiGo,6748,23158,39531
1722,MAA,BLR,13:00:00,3,01:00:00,14:00:00,3,6E6605,6E,IndiGo,6748,16948,27526
1723,MAA,BLR,21:35:00,5,01:00:00,22:35:00,5,6E6225,6E,IndiGo,6748,20741,28735
1724,MAA,BLR,21:35:00,6,01:00:00,22:35:00,6,6E6225,6E,IndiGo,6748,19064,35440
1725,MAA,BLR,21:35:00,3,01:00:00,22:35:00,3,6E6225,6E,IndiGo,6748,20762,31067
1726,MAA,BLR,21:35:00,0,01:00:00,22:35:00,0,6E6225,6E,IndiGo,6748,20739,34514
1727,MAA,BLR,13:00:00,6,01:00:00,14:00:00,6,6E6605,6E,IndiGo,6748,17384,27688
1728,MAA,BLR,11:20:00,3,00:50:00,12:10:00,3,6E6892,6E,IndiGo,6869,20201,36271
1729,MAA,BLR,19:10:00,0,00:45:00,19:55:00,0,6.00E+189,6E,IndiGo,6991,20491,36655
1730,MAA,BLR,11:20:00,2,00:50:00,12:10:00,2,6E6892,6E,IndiGo,6991,22463,41760
1731,MAA,BLR,07:45:00,6,00:55:00,08:40:00,6,6E797,6E,IndiGo,6991,22296,41385
1732,MAA,BLR,13:00:00,4,01:00:00,14:00:00,4,6E6605,6E,IndiGo,6991,22142,35334
1733,MAA,BLR,11:20:00,5,00:50:00,12:10:00,5,6E6892,6E,IndiGo,7111,19393,42445
1734,MAA,BLR,16:20:00,3,00:55:00,17:15:00,3,6E6302,6E,IndiGo,7111,20006,36411
1735,MAA,COK,06:35:00,4,01:10:00,07:45:00,4,6E955,6E,IndiGo,6164,15455,33624
1736,MAA,COK,21:10:00,0,01:15:00,22:25:00,0,6E6232,6E,IndiGo,6164,18055,31402
1737,MAA,COK,21:10:00,6,01:15:00,22:25:00,6,6E6232,6E,IndiGo,6164,18985,34954
1738,MAA,COK,06:35:00,6,01:10:00,07:45:00,6,6E955,6E,IndiGo,6343,16669,35051
1739,MAA,COK,21:10:00,3,01:15:00,22:25:00,3,6E6232,6E,IndiGo,6343,18667,35874
1740,MAA,COK,21:10:00,5,01:15:00,22:25:00,5,6E6232,6E,IndiGo,6537,21008,30597
1741,MAA,COK,21:10:00,2,01:15:00,22:25:00,2,6E6232,6E,IndiGo,6537,18808,27170
1742,MAA,COK,10:50:00,4,01:05:00,11:55:00,4,6E6558,6E,IndiGo,6750,18248,31364
1743,MAA,COK,06:35:00,3,01:10:00,07:45:00,3,6E955,6E,IndiGo,6750,23540,30981
1744,MAA,COK,10:50:00,0,01:05:00,11:55:00,0,6E6558,6E,IndiGo,6982,17679,37554
1745,MAA,COK,06:35:00,5,01:10:00,07:45:00,5,6E955,6E,IndiGo,6982,22985,32730
1746,MAA,COK,06:35:00,2,01:10:00,07:45:00,2,6E955,6E,IndiGo,6982,23582,31661
1747,MAA,COK,06:35:00,1,01:10:00,07:45:00,1,6E955,6E,IndiGo,6982,21709,36916
1748,MAA,COK,10:50:00,5,01:05:00,11:55:00,5,6E6558,6E,IndiGo,7231,23560,36386
1749,MAA,COK,06:35:00,0,01:10:00,07:45:00,0,6E955,6E,IndiGo,7231,23270,37983
1750,MAA,COK,17:25:00,3,01:10:00,18:35:00,3,6E597,6E,IndiGo,7231,25203,29697
1751,MAA,COK,21:10:00,4,01:15:00,22:25:00,4,6E6232,6E,IndiGo,7231,21180,34313
1752,MAA,COK,10:50:00,3,01:05:00,11:55:00,3,6E6558,6E,IndiGo,7497,19853,30425
1753,MAA,COK,10:50:00,6,01:05:00,11:55:00,6,6E6558,6E,IndiGo,7497,19276,38342
1754,MAA,COK,17:25:00,2,01:10:00,18:35:00,2,6E597,6E,IndiGo,7497,24734,31873
1755,MAA,COK,17:25:00,5,01:10:00,18:35:00,5,6E597,6E,IndiGo,7497,20942,38020
1756,MAA,COK,17:25:00,6,01:10:00,18:35:00,6,6E597,6E,IndiGo,7497,23584,44132
1757,MAA,COK,21:10:00,1,01:15:00,22:25:00,1,6E6232,6E,IndiGo,7497,22527,34569
1758,MAA,COK,17:25:00,1,01:10:00,18:35:00,1,6E597,6E,IndiGo,7781,22073,39760
1759,MAA,COK,17:25:00,4,01:10:00,18:35:00,4,6E597,6E,IndiGo,7781,24322,34017
1760,MAA,HYD,16:20:00,6,01:00:00,17:20:00,6,6E6805,6E,IndiGo,7225,21970,41385
1761,MAA,HYD,16:20:00,1,01:00:00,17:20:00,1,6E6805,6E,IndiGo,7225,19418,30226
1762,MAA,HYD,16:20:00,3,01:00:00,17:20:00,3,6E6805,6E,IndiGo,7225,19656,29109
1763,MAA,HYD,16:20:00,5,01:00:00,17:20:00,5,6E6805,6E,IndiGo,7225,22876,36613
1764,MAA,HYD,12:00:00,3,01:05:00,13:05:00,3,6E917,6E,IndiGo,7225,19872,37221
1765,MAA,HYD,17:00:00,6,01:05:00,18:05:00,6,6E562,6E,IndiGo,7225,20195,33158
1766,MAA,HYD,17:00:00,4,01:05:00,18:05:00,4,6E562,6E,IndiGo,7225,24241,35828
1767,MAA,HYD,12:00:00,4,01:05:00,13:05:00,4,6E917,6E,IndiGo,7225,24044,29849
1768,MAA,HYD,21:20:00,0,01:05:00,22:25:00,0,6.00E+156,6E,IndiGo,7225,20646,41939
1769,MAA,HYD,12:00:00,6,01:05:00,13:05:00,6,6E917,6E,IndiGo,7225,19899,36158
1770,MAA,HYD,17:00:00,0,01:05:00,18:05:00,0,6E562,6E,IndiGo,7225,19624,31925
1771,MAA,HYD,04:50:00,1,01:10:00,06:00:00,1,6E6309,6E,IndiGo,7225,21157,40114
1772,MAA,HYD,06:35:00,5,01:10:00,07:45:00,5,6E495,6E,IndiGo,7225,19792,41833
1773,MAA,HYD,04:50:00,6,01:10:00,06:00:00,6,6E6309,6E,IndiGo,7225,20538,33980
1774,MAA,HYD,19:25:00,2,01:10:00,20:35:00,2,6.00E+193,6E,IndiGo,7225,19729,30137
1775,MAA,HYD,19:25:00,6,01:10:00,20:35:00,6,6.00E+193,6E,IndiGo,7225,24537,34571
1776,MAA,HYD,04:50:00,3,01:10:00,06:00:00,3,6E6309,6E,IndiGo,7225,18315,29249
1777,MAA,HYD,19:25:00,1,01:10:00,20:35:00,1,6.00E+193,6E,IndiGo,7225,18357,34655
1778,MAA,HYD,04:50:00,4,01:10:00,06:00:00,4,6E6309,6E,IndiGo,7225,20397,42377
1779,MAA,HYD,19:25:00,5,01:10:00,20:35:00,5,6.00E+193,6E,IndiGo,7225,23998,33486
1780,MAA,HYD,06:35:00,1,01:10:00,07:45:00,1,6E495,6E,IndiGo,7225,19025,33258
1781,MAA,HYD,04:50:00,2,01:10:00,06:00:00,2,6E6309,6E,IndiGo,7225,20724,38582
1782,MAA,HYD,06:35:00,4,01:10:00,07:45:00,4,6E495,6E,IndiGo,7225,19784,33093
1783,MAA,HYD,06:35:00,6,01:10:00,07:45:00,6,6E495,6E,IndiGo,7225,19640,42007
1784,MAA,HYD,09:25:00,6,01:20:00,10:45:00,6,6.00E+269,6E,IndiGo,7225,18396,40952
1785,MAA,TRV,05:25:00,1,01:30:00,06:55:00,1,6E654,6E,IndiGo,5420,15100,27273
1786,MAA,TRV,05:25:00,6,01:30:00,06:55:00,6,6E654,6E,IndiGo,5420,18361,27375
1787,MAA,TRV,05:25:00,2,01:30:00,06:55:00,2,6E654,6E,IndiGo,5420,13987,23769
1788,MAA,TRV,05:25:00,3,01:30:00,06:55:00,3,6E654,6E,IndiGo,5420,18284,28900
1789,MAA,TRV,05:25:00,4,01:30:00,06:55:00,4,6E654,6E,IndiGo,5662,17781,27365
1790,MAA,TRV,05:25:00,0,01:30:00,06:55:00,0,6E654,6E,IndiGo,6038,17521,34115
1791,MAA,TRV,17:10:00,2,01:20:00,18:30:00,2,6E998,6E,IndiGo,6145,16471,35820
1792,MAA,TRV,17:10:00,0,01:20:00,18:30:00,0,6E998,6E,IndiGo,6145,19545,29235
1793,MAA,TRV,17:10:00,3,01:20:00,18:30:00,3,6E998,6E,IndiGo,6145,19443,30452
1794,MAA,TRV,11:40:00,4,01:25:00,13:05:00,4,6E563,6E,IndiGo,6145,21452,30279
1795,MAA,TRV,11:40:00,2,01:25:00,13:05:00,2,6E563,6E,IndiGo,6145,20588,33601
1796,MAA,TRV,11:40:00,3,01:25:00,13:05:00,3,6E563,6E,IndiGo,6145,20599,26755
1797,MAA,TRV,05:25:00,5,01:30:00,06:55:00,5,6E654,6E,IndiGo,6145,17358,28152
1798,MAA,TRV,17:10:00,5,01:20:00,18:30:00,5,6E998,6E,IndiGo,6386,20601,29596
1799,MAA,TRV,17:10:00,1,01:20:00,18:30:00,1,6E998,6E,IndiGo,6386,19917,31341
1800,MAA,TRV,17:10:00,6,01:20:00,18:30:00,6,6E998,6E,IndiGo,6386,19725,26865
1801,MAA,TRV,17:10:00,4,01:20:00,18:30:00,4,6E998,6E,IndiGo,6386,16006,36583
1802,MAA,TRV,11:40:00,1,01:25:00,13:05:00,1,6E563,6E,IndiGo,6386,20533,30831
1803,MAA,TRV,11:40:00,6,01:25:00,13:05:00,6,6E563,6E,IndiGo,6628,17722,39014
1804,MAA,TRV,11:40:00,5,01:25:00,13:05:00,5,6E563,6E,IndiGo,6628,21788,31661
1805,MAA,TRV,11:40:00,0,01:25:00,13:05:00,0,6E563,6E,IndiGo,6869,20167,30898
1806,MAA,CCU,06:40:00,0,02:35:00,09:15:00,0,SG623,SG,SpiceJet,8609,24758,50916
1807,MAA,CCU,06:40:00,1,02:35:00,09:15:00,1,SG623,SG,SpiceJet,8609,26655,37072
1808,MAA,CCU,08:10:00,6,02:30:00,10:40:00,6,AI786,AI,Air India,8610,23198,22978
1809,MAA,CCU,08:10:00,0,02:30:00,10:40:00,0,AI786,AI,Air India,8610,28741,22978
1810,MAA,CCU,08:10:00,4,02:30:00,10:40:00,4,AI786,AI,Air India,8610,28878,22378
1811,MAA,CCU,08:10:00,2,02:30:00,10:40:00,2,AI786,AI,Air India,8610,27147,22378
1812,MAA,CCU,08:10:00,5,02:30:00,10:40:00,5,AI786,AI,Air India,8610,28566,22978
1813,MAA,CCU,08:10:00,1,02:30:00,10:40:00,1,AI786,AI,Air India,8610,24152,22378
1814,MAA,CCU,08:10:00,3,02:30:00,10:40:00,3,AI786,AI,Air India,8610,28986,22378
1815,MAA,CCU,21:00:00,6,02:15:00,23:15:00,6,6E6123,6E,IndiGo,9005,30525,36805
1816,MAA,CCU,17:30:00,5,02:15:00,19:45:00,5,6E6275,6E,IndiGo,9005,29893,36167
1817,MAA,CCU,17:30:00,3,02:15:00,19:45:00,3,6E6275,6E,IndiGo,9005,27343,53106
1818,MAA,CCU,21:00:00,3,02:15:00,23:15:00,3,6E6123,6E,IndiGo,9005,29544,48206
1819,MAA,CCU,16:05:00,1,02:15:00,18:20:00,1,6E986,6E,IndiGo,9005,28992,49913
1820,MAA,CCU,16:05:00,5,02:15:00,18:20:00,5,6E986,6E,IndiGo,9005,22886,50150
1821,MAA,CCU,16:05:00,3,02:15:00,18:20:00,3,6E986,6E,IndiGo,9005,23882,43715
1822,MAA,CCU,21:00:00,1,02:15:00,23:15:00,1,6E6123,6E,IndiGo,9005,23396,38350
1823,MAA,CCU,16:05:00,0,02:15:00,18:20:00,0,6E986,6E,IndiGo,9005,31154,48763
1824,MAA,AMD,04:00:00,0,02:20:00,06:20:00,0,6.00E+244,6E,IndiGo,10943,34526,51273
1825,MAA,AMD,18:50:00,2,02:15:00,21:05:00,2,6.00E+141,6E,IndiGo,11140,28594,50059
1826,MAA,AMD,12:10:00,6,02:15:00,14:25:00,6,6E6374,6E,IndiGo,11140,36766,66751
1827,MAA,AMD,18:50:00,5,02:15:00,21:05:00,5,6.00E+141,6E,IndiGo,11140,32589,53243
1828,MAA,AMD,18:50:00,3,02:15:00,21:05:00,3,6.00E+141,6E,IndiGo,11140,28093,53685
1829,MAA,AMD,18:50:00,0,02:15:00,21:05:00,0,6.00E+141,6E,IndiGo,11140,29861,66565
1830,MAA,AMD,18:50:00,4,02:15:00,21:05:00,4,6.00E+141,6E,IndiGo,11140,32672,45661
1831,MAA,AMD,04:00:00,3,02:20:00,06:20:00,3,6.00E+244,6E,IndiGo,11140,30725,51189
1832,MAA,AMD,04:00:00,1,02:20:00,06:20:00,1,6.00E+244,6E,IndiGo,11140,37420,53862
1833,MAA,AMD,04:00:00,6,02:20:00,06:20:00,6,6.00E+244,6E,IndiGo,11140,36643,63597
1834,MAA,AMD,04:00:00,4,02:20:00,06:20:00,4,6.00E+244,6E,IndiGo,11140,36517,53949
1835,MAA,AMD,04:00:00,5,02:20:00,06:20:00,5,6.00E+244,6E,IndiGo,11140,28775,51327
1836,MAA,AMD,04:00:00,2,02:20:00,06:20:00,2,6.00E+244,6E,IndiGo,11140,38325,62960
1837,MAA,AMD,12:10:00,3,02:25:00,14:35:00,3,6E6374,6E,IndiGo,11140,31007,49300
1838,MAA,AMD,12:10:00,0,02:25:00,14:35:00,0,6E6374,6E,IndiGo,11140,30558,60821
1839,MAA,AMD,12:10:00,5,02:25:00,14:35:00,5,6E6374,6E,IndiGo,11140,34236,49390
1840,MAA,AMD,12:10:00,4,02:25:00,14:35:00,4,6E6374,6E,IndiGo,11140,35456,56207
1841,MAA,AMD,12:10:00,1,02:25:00,14:35:00,1,6E6374,6E,IndiGo,11140,35968,53923
1842,MAA,AMD,18:50:00,6,02:15:00,21:05:00,6,6.00E+141,6E,IndiGo,12089,33436,72247
1843,MAA,AMD,18:50:00,1,02:15:00,21:05:00,1,6.00E+141,6E,IndiGo,12089,36603,54012
1844,MAA,CCJ,10:30:00,6,01:30:00,12:00:00,6,6E7195,6E,IndiGo,7097,22590,31746
1845,MAA,CCJ,10:30:00,2,01:30:00,12:00:00,2,6E7195,6E,IndiGo,8146,24452,47268
1846,MAA,CCJ,10:30:00,4,01:30:00,12:00:00,4,6E7195,6E,IndiGo,8845,27227,38286
1847,MAA,CCJ,10:25:00,5,01:35:00,12:00:00,5,6E7195,6E,IndiGo,9195,31486,42413
1848,MAA,CCJ,10:30:00,0,01:30:00,12:00:00,0,6E7195,6E,IndiGo,9661,28332,55168
1849,MAA,CCJ,10:25:00,3,01:35:00,12:00:00,3,6E7195,6E,IndiGo,9661,27803,39677
1850,MAA,CCJ,10:25:00,1,01:35:00,12:00:00,1,6E7195,6E,IndiGo,9661,29046,51249
1851,MAA,JAI,16:40:00,0,02:25:00,19:05:00,0,6E929,6E,IndiGo,11338,37727,46880
1852,MAA,JAI,16:40:00,6,02:25:00,19:05:00,6,6E929,6E,IndiGo,11338,32128,59856
1853,MAA,JAI,16:40:00,3,02:25:00,19:05:00,3,6E929,6E,IndiGo,11338,34745,54578
1854,MAA,JAI,16:40:00,4,02:25:00,19:05:00,4,6E929,6E,IndiGo,11338,31979,51698
1855,MAA,JAI,16:40:00,1,02:25:00,19:05:00,1,6E929,6E,IndiGo,11338,37055,60934
1856,MAA,JAI,16:40:00,5,02:25:00,19:05:00,5,6E929,6E,IndiGo,11338,38377,65622
1857,MAA,JAI,16:40:00,2,02:25:00,19:05:00,2,6E929,6E,IndiGo,11338,32942,58920
1858,MAA,GOI,17:50:00,6,01:30:00,19:20:00,6,6E5028,6E,IndiGo,8379,28929,48643
1859,MAA,GOI,17:50:00,0,01:30:00,19:20:00,0,6E5028,6E,IndiGo,8379,25190,49890
1860,MAA,GOI,17:50:00,5,01:30:00,19:20:00,5,6E5028,6E,IndiGo,8379,25271,37625
1861,MAA,GOI,17:50:00,1,01:30:00,19:20:00,1,6E5028,6E,IndiGo,8379,21300,45893
1862,MAA,GOI,17:50:00,4,01:30:00,19:20:00,4,6E5028,6E,IndiGo,11176,36710,57300
1863,MAA,GOI,17:50:00,2,01:30:00,19:20:00,2,6E5028,6E,IndiGo,11176,38837,54134
1864,MAA,GOI,17:50:00,3,01:30:00,19:20:00,3,6E5028,6E,IndiGo,12807,38227,61368
1865,MAA,LKO,12:00:00,3,02:25:00,14:25:00,3,6E6311,6E,IndiGo,9720,33827,43469
1866,MAA,LKO,12:00:00,4,02:25:00,14:25:00,4,6E6311,6E,IndiGo,10419,31735,48895
1867,MAA,LKO,12:00:00,2,02:25:00,14:25:00,2,6E6311,6E,IndiGo,10419,35715,44217
1868,MAA,LKO,12:00:00,0,02:25:00,14:25:00,0,6E6311,6E,IndiGo,10419,36198,46442
1869,MAA,LKO,12:00:00,1,02:25:00,14:25:00,1,6E6311,6E,IndiGo,10419,27965,58803
1870,MAA,LKO,12:00:00,5,02:25:00,14:25:00,5,6E6311,6E,IndiGo,10826,30284,60267
1871,MAA,LKO,12:00:00,6,02:25:00,14:25:00,6,6E6311,6E,IndiGo,11293,32124,66078
1872,MAA,CJB,13:20:00,1,01:05:00,14:25:00,1,AI429,AI,Air India,6347,21843,13819
1873,MAA,CJB,13:20:00,6,01:05:00,14:25:00,6,AI429,AI,Air India,6347,19512,14418
1874,MAA,CJB,13:20:00,4,01:05:00,14:25:00,4,AI429,AI,Air India,6347,20065,13819
1875,MAA,CJB,13:20:00,0,01:05:00,14:25:00,0,AI429,AI,Air India,6347,16278,13819
1876,MAA,CJB,13:20:00,3,01:05:00,14:25:00,3,AI429,AI,Air India,6347,19132,13819
1877,MAA,CJB,13:20:00,2,01:05:00,14:25:00,2,AI429,AI,Air India,6347,20524,13819
1878,MAA,CJB,13:20:00,5,01:05:00,14:25:00,5,AI429,AI,Air India,6347,22142,14418
1879,MAA,CJB,20:55:00,3,00:55:00,21:50:00,3,6E6016,6E,IndiGo,6748,23321,33386
1880,MAA,CJB,20:55:00,2,00:55:00,21:50:00,2,6E6016,6E,IndiGo,6748,18961,34189
1881,MAA,CJB,20:55:00,5,00:55:00,21:50:00,5,6E6016,6E,IndiGo,6748,22017,36731
1882,MAA,CJB,20:55:00,1,00:55:00,21:50:00,1,6E6016,6E,IndiGo,6748,21516,28282
1883,MAA,CJB,20:55:00,6,00:55:00,21:50:00,6,6E6016,6E,IndiGo,6748,20064,37128
1884,MAA,CJB,20:55:00,0,00:55:00,21:50:00,0,6E6016,6E,IndiGo,6748,17292,27699
1885,MAA,CJB,16:15:00,3,01:00:00,17:15:00,3,6.00E+237,6E,IndiGo,6748,22342,29087
1886,MAA,CJB,19:00:00,2,01:00:00,20:00:00,2,6E6143,6E,IndiGo,6748,19581,39940
1887,MAA,CJB,08:40:00,2,01:00:00,09:40:00,2,6E6047,6E,IndiGo,6748,17875,33297
1888,MAA,CJB,19:00:00,1,01:00:00,20:00:00,1,6E6143,6E,IndiGo,6748,17622,37168
1889,MAA,CJB,16:15:00,5,01:00:00,17:15:00,5,6.00E+237,6E,IndiGo,6748,23591,38764
1890,MAA,CJB,08:35:00,5,01:05:00,09:40:00,5,6E6047,6E,IndiGo,6748,22774,32273
1891,MAA,CJB,12:35:00,2,01:05:00,13:40:00,2,6E6127,6E,IndiGo,6748,19491,32834
1892,MAA,CJB,08:35:00,1,01:05:00,09:40:00,1,6E6047,6E,IndiGo,6748,18313,27716
1893,MAA,CJB,12:35:00,5,01:05:00,13:40:00,5,6E6127,6E,IndiGo,6748,21533,28335
1894,MAA,CJB,09:45:00,2,01:10:00,10:55:00,2,6.00E+299,6E,IndiGo,6748,20063,31636
1895,MAA,CJB,09:45:00,0,01:10:00,10:55:00,0,6.00E+299,6E,IndiGo,6748,21787,32650
1896,MAA,CJB,09:45:00,4,01:10:00,10:55:00,4,6.00E+299,6E,IndiGo,6748,18869,37563
1897,MAA,TRZ,07:25:00,3,00:55:00,08:20:00,3,6E7267,6E,IndiGo,5208,14241,30905
1898,MAA,TRZ,07:25:00,2,00:55:00,08:20:00,2,6E7267,6E,IndiGo,5563,18343,25485
1899,MAA,TRZ,19:50:00,5,00:55:00,20:45:00,5,6E7199,6E,IndiGo,5563,18422,28901
1900,MAA,TRZ,09:55:00,2,01:00:00,10:55:00,2,6E7145,6E,IndiGo,5563,18009,22436
1901,MAA,TRZ,09:55:00,3,01:00:00,10:55:00,3,6E7145,6E,IndiGo,5563,14111,24364
1902,MAA,TRZ,15:45:00,3,01:05:00,16:50:00,3,6E7028,6E,IndiGo,5563,18503,26443
1903,MAA,TRZ,07:25:00,1,00:55:00,08:20:00,1,6E7267,6E,IndiGo,5920,17571,32677
1904,MAA,TRZ,14:10:00,2,00:55:00,15:05:00,2,6E7273,6E,IndiGo,5920,17281,30369
1905,MAA,TRZ,19:50:00,6,00:55:00,20:45:00,6,6E7199,6E,IndiGo,5920,19120,26457
1906,MAA,TRZ,19:50:00,1,00:55:00,20:45:00,1,6E7199,6E,IndiGo,5920,15399,30038
1907,MAA,TRZ,19:50:00,3,00:55:00,20:45:00,3,6E7199,6E,IndiGo,5920,15337,25057
1908,MAA,TRZ,19:50:00,2,00:55:00,20:45:00,2,6E7199,6E,IndiGo,5920,15674,32170
1909,MAA,TRZ,07:25:00,0,00:55:00,08:20:00,0,6E7267,6E,IndiGo,5920,19373,35015
1910,MAA,TRZ,09:55:00,6,01:00:00,10:55:00,6,6E7145,6E,IndiGo,5920,20093,29645
1911,MAA,TRZ,07:25:00,4,00:55:00,08:20:00,4,6E7267,6E,IndiGo,6275,17448,26117
1912,MAA,TRZ,09:55:00,4,01:00:00,10:55:00,4,6E7145,6E,IndiGo,6275,17485,36131
1913,MAA,TRZ,15:45:00,5,01:05:00,16:50:00,5,6E7028,6E,IndiGo,6275,21954,27695
1914,MAA,TRZ,19:50:00,4,00:55:00,20:45:00,4,6E7199,6E,IndiGo,6631,22427,30762
1915,MAA,TRZ,14:10:00,4,00:55:00,15:05:00,4,6E7273,6E,IndiGo,6631,21570,26847
1916,MAA,TRZ,07:25:00,6,00:55:00,08:20:00,6,6E7267,6E,IndiGo,6631,17693,27613
1917,MAA,TRZ,09:55:00,1,01:00:00,10:55:00,1,6E7145,6E,IndiGo,6631,17300,38088
1918,MAA,TRZ,15:45:00,1,01:05:00,16:50:00,1,6E7028,6E,IndiGo,6631,18134,32455
1919,MAA,TRZ,19:50:00,0,00:55:00,20:45:00,0,6E7199,6E,IndiGo,7106,21045,37407
1920,MAA,TRZ,07:25:00,5,00:55:00,08:20:00,5,6E7267,6E,IndiGo,7106,24310,30003
1921,MAA,TRZ,09:55:00,0,01:00:00,10:55:00,0,6E7145,6E,IndiGo,7106,19855,40684
1922,MAA,PNQ,19:40:00,5,01:45:00,21:25:00,5,SG443,SG,SpiceJet,7423,20133,32827
1923,MAA,PNQ,19:40:00,3,01:45:00,21:25:00,3,SG443,SG,SpiceJet,8134,25353,41340
1924,MAA,PNQ,19:40:00,6,01:45:00,21:25:00,6,SG443,SG,SpiceJet,8134,23471,41267
1925,MAA,PNQ,19:40:00,4,01:45:00,21:25:00,4,SG443,SG,SpiceJet,8134,26988,36495
1926,MAA,PNQ,02:00:00,0,01:35:00,03:35:00,0,6.00E+241,6E,IndiGo,8379,26707,42079
